_id,Time,T,H,DP,CO2,pCount,db_name,coll_name,id,DateTime
6981d68bd8d586d52cccd2fa,3 Feb 2026 11:5:47,22.71,38.96,10.5,535,9,data_ml,simulated,simulated,3 Feb 2026 11:5:47
6981d6c7d8d586d52cccd2fc,3 Feb 2026 11:6:47,23.19,39.76,11.14,640,16,data_ml,simulated,simulated,3 Feb 2026 11:6:47
6981d703d8d586d52cccd2fd,3 Feb 2026 11:7:47,22.65,39.04,10.46,535,9,data_ml,simulated,simulated,3 Feb 2026 11:7:47
6981d73fd8d586d52cccd2fe,3 Feb 2026 11:8:47,22.71,39.06,10.52,550,10,data_ml,simulated,simulated,3 Feb 2026 11:8:47
6981d77bd8d586d52cccd2ff,3 Feb 2026 11:9:47,23.29,39.97,11.28,655,17,data_ml,simulated,simulated,3 Feb 2026 11:9:47
6981d7b7d8d586d52cccd301,3 Feb 2026 11:10:47,22.74,39.13,10.57,535,9,data_ml,simulated,simulated,3 Feb 2026 11:10:47
6981d7f3d8d586d52cccd303,3 Feb 2026 11:11:47,23.04,39.69,10.98,625,15,data_ml,simulated,simulated,3 Feb 2026 11:11:47
6981d82fd8d586d52cccd304,3 Feb 2026 11:12:47,22.82,39.35,10.69,580,12,data_ml,simulated,simulated,3 Feb 2026 11:12:47
6981d86bd8d586d52cccd305,3 Feb 2026 11:13:47,22.71,39.07,10.52,520,8,data_ml,simulated,simulated,3 Feb 2026 11:13:47
6981d8a7d8d586d52cccd306,3 Feb 2026 11:14:47,22.73,39.07,10.54,520,8,data_ml,simulated,simulated,3 Feb 2026 11:14:47
6981d8e3d8d586d52cccd308,3 Feb 2026 11:15:47,23.05,39.62,10.97,610,14,data_ml,simulated,simulated,3 Feb 2026 11:15:47
6981d91fd8d586d52cccd30a,3 Feb 2026 11:16:47,22.63,38.88,10.41,520,8,data_ml,simulated,simulated,3 Feb 2026 11:16:47
6981d95bd8d586d52cccd30b,3 Feb 2026 11:17:47,23.3,39.89,11.28,655,17,data_ml,simulated,simulated,3 Feb 2026 11:17:47
6981d997d8d586d52cccd30c,3 Feb 2026 11:18:47,22.63,38.9,10.41,520,8,data_ml,simulated,simulated,3 Feb 2026 11:18:47
6981d9d3d8d586d52cccd30d,3 Feb 2026 11:19:47,23.36,39.86,11.33,670,18,data_ml,simulated,simulated,3 Feb 2026 11:19:47
6981da0fd8d586d52cccd30f,3 Feb 2026 11:20:47,23.31,39.88,11.29,670,18,data_ml,simulated,simulated,3 Feb 2026 11:20:47
6981da4bd8d586d52cccd311,3 Feb 2026 11:21:47,22.6,38.81,10.36,520,8,data_ml,simulated,simulated,3 Feb 2026 11:21:47
6981da87d8d586d52cccd312,3 Feb 2026 11:22:47,23.14,39.85,11.11,640,16,data_ml,simulated,simulated,3 Feb 2026 11:22:47
6981dac3d8d586d52cccd313,3 Feb 2026 11:23:47,22.7,39.13,10.53,535,9,data_ml,simulated,simulated,3 Feb 2026 11:23:47
6981daffd8d586d52cccd314,3 Feb 2026 11:24:47,23.25,39.88,11.23,670,18,data_ml,simulated,simulated,3 Feb 2026 11:24:47
6981db3bd8d586d52cccd316,3 Feb 2026 11:25:47,23.24,40.1,11.26,670,18,data_ml,simulated,simulated,3 Feb 2026 11:25:47
6981db77d8d586d52cccd318,3 Feb 2026 11:26:47,22.98,39.51,10.88,595,13,data_ml,simulated,simulated,3 Feb 2026 11:26:47
6981dbb3d8d586d52cccd319,3 Feb 2026 11:27:47,23.01,39.49,10.91,595,13,data_ml,simulated,simulated,3 Feb 2026 11:27:47
6981dbefd8d586d52cccd31a,3 Feb 2026 11:28:47,22.84,39.47,10.73,580,12,data_ml,simulated,simulated,3 Feb 2026 11:28:47
6981dc2bd8d586d52cccd31b,3 Feb 2026 11:29:47,23.28,39.8,11.24,655,17,data_ml,simulated,simulated,3 Feb 2026 11:29:47
6981dc67d8d586d52cccd31d,3 Feb 2026 11:30:47,22.72,39.12,10.54,535,9,data_ml,simulated,simulated,3 Feb 2026 11:30:47
6981dca3d8d586d52cccd31f,3 Feb 2026 11:31:47,23.22,39.92,11.2,655,17,data_ml,simulated,simulated,3 Feb 2026 11:31:47
6981dcdfd8d586d52cccd320,3 Feb 2026 11:32:47,22.99,39.57,10.9,595,13,data_ml,simulated,simulated,3 Feb 2026 11:32:47
6981dd1bd8d586d52cccd321,3 Feb 2026 11:33:47,22.96,39.45,10.85,595,13,data_ml,simulated,simulated,3 Feb 2026 11:33:47
6981dd57d8d586d52cccd322,3 Feb 2026 11:34:47,23.07,39.51,10.97,625,15,data_ml,simulated,simulated,3 Feb 2026 11:34:47
6981dd93d8d586d52cccd324,3 Feb 2026 11:35:47,23.33,39.89,11.31,670,18,data_ml,simulated,simulated,3 Feb 2026 11:35:47
6981ddcfd8d586d52cccd326,3 Feb 2026 11:36:47,23.04,39.67,10.97,625,15,data_ml,simulated,simulated,3 Feb 2026 11:36:47
6981de0bd8d586d52cccd327,3 Feb 2026 11:37:47,22.65,39,10.45,520,8,data_ml,simulated,simulated,3 Feb 2026 11:37:47
6981de48d8d586d52cccd328,3 Feb 2026 11:38:47,22.61,39.21,10.45,535,9,data_ml,simulated,simulated,3 Feb 2026 11:38:48
6981de84d8d586d52cccd329,3 Feb 2026 11:39:47,22.55,38.82,10.31,520,8,data_ml,simulated,simulated,3 Feb 2026 11:39:48
6981dec0d8d586d52cccd32b,3 Feb 2026 11:40:47,22.58,38.96,10.37,505,7,data_ml,simulated,simulated,3 Feb 2026 11:40:48
6981defcd8d586d52cccd32d,3 Feb 2026 11:41:48,22.95,39.2,10.79,580,12,data_ml,simulated,simulated,3 Feb 2026 11:41:48
6981df38d8d586d52cccd32e,3 Feb 2026 11:42:48,23,39.41,10.88,610,14,data_ml,simulated,simulated,3 Feb 2026 11:42:48
6981df74d8d586d52cccd32f,3 Feb 2026 11:43:48,22.7,39.3,10.56,550,10,data_ml,simulated,simulated,3 Feb 2026 11:43:48
6981dfb0d8d586d52cccd330,3 Feb 2026 11:44:48,23.14,39.92,11.12,640,16,data_ml,simulated,simulated,3 Feb 2026 11:44:48
6981dfecd8d586d52cccd332,3 Feb 2026 11:45:48,22.67,38.87,10.44,505,7,data_ml,simulated,simulated,3 Feb 2026 11:45:48
6981e028d8d586d52cccd333,3 Feb 2026 11:46:48,22.74,39.05,10.55,535,9,data_ml,simulated,simulated,3 Feb 2026 11:46:48
6981e064d8d586d52cccd335,3 Feb 2026 11:47:48,23.51,40.17,11.54,700,20,data_ml,simulated,simulated,3 Feb 2026 11:47:48
6981e0a0d8d586d52cccd336,3 Feb 2026 11:48:48,22.62,38.96,10.41,535,9,data_ml,simulated,simulated,3 Feb 2026 11:48:48
6981e0dcd8d586d52cccd337,3 Feb 2026 11:49:48,23.21,39.97,11.2,655,17,data_ml,simulated,simulated,3 Feb 2026 11:49:48
6981e118d8d586d52cccd339,3 Feb 2026 11:50:48,22.81,39.36,10.68,580,12,data_ml,simulated,simulated,3 Feb 2026 11:50:48
6981e154d8d586d52cccd33a,3 Feb 2026 11:51:48,22.97,39.28,10.83,580,12,data_ml,simulated,simulated,3 Feb 2026 11:51:48
6981e190d8d586d52cccd33c,3 Feb 2026 11:52:48,22.55,38.89,10.33,520,8,data_ml,simulated,simulated,3 Feb 2026 11:52:48
6981e1ccd8d586d52cccd33d,3 Feb 2026 11:53:48,22.55,38.87,10.32,520,8,data_ml,simulated,simulated,3 Feb 2026 11:53:48
6981e208d8d586d52cccd33e,3 Feb 2026 11:54:48,22.58,38.73,10.33,505,7,data_ml,simulated,simulated,3 Feb 2026 11:54:48
6981e244d8d586d52cccd340,3 Feb 2026 11:55:48,22.83,39.06,10.64,550,10,data_ml,simulated,simulated,3 Feb 2026 11:55:48
6981e280d8d586d52cccd341,3 Feb 2026 11:56:48,23.42,40.04,11.43,685,19,data_ml,simulated,simulated,3 Feb 2026 11:56:48
6981e2bcd8d586d52cccd343,3 Feb 2026 11:57:48,22.86,39.32,10.72,565,11,data_ml,simulated,simulated,3 Feb 2026 11:57:48
6981e2f8d8d586d52cccd344,3 Feb 2026 11:58:48,22.97,39.57,10.88,595,13,data_ml,simulated,simulated,3 Feb 2026 11:58:48
6981e334d8d586d52cccd345,3 Feb 2026 11:59:48,22.99,39.3,10.85,580,12,data_ml,simulated,simulated,3 Feb 2026 11:59:48
6981e370d8d586d52cccd347,3 Feb 2026 12:0:48,24.05,40.84,12.22,820,28,data_ml,simulated,simulated,3 Feb 2026 12:0:48
6981e3ac53a9dacbd602d029,3 Feb 2026 12:1:48,23.72,40.62,11.84,760,24,data_ml,simulated,simulated,3 Feb 2026 12:1:48
6981e3e853a9dacbd602d02b,3 Feb 2026 12:2:48,23.66,40.46,11.75,745,23,data_ml,simulated,simulated,3 Feb 2026 12:2:48
6981e42453a9dacbd602d02c,3 Feb 2026 12:3:48,23.83,40.9,12.01,790,26,data_ml,simulated,simulated,3 Feb 2026 12:3:48
6981e46053a9dacbd602d02d,3 Feb 2026 12:4:48,23.12,39.56,11.03,625,15,data_ml,simulated,simulated,3 Feb 2026 12:4:48
6981e49c53a9dacbd602d02f,3 Feb 2026 12:5:48,23.49,40.16,11.52,700,20,data_ml,simulated,simulated,3 Feb 2026 12:5:48
6981e4d853a9dacbd602d030,3 Feb 2026 12:6:48,23.39,39.98,11.39,685,19,data_ml,simulated,simulated,3 Feb 2026 12:6:48
6981e67cfb54d67117b73990,3 Feb 2026 12:13:48,23.49,40.27,11.54,715,21,data_ml,simulated,simulated,3 Feb 2026 12:13:48
6981e6b8fb54d67117b73991,3 Feb 2026 12:14:48,23.54,40.45,11.63,745,23,data_ml,simulated,simulated,3 Feb 2026 12:14:48
6981e6f4fb54d67117b73993,3 Feb 2026 12:15:48,23.76,40.6,11.88,760,24,data_ml,simulated,simulated,3 Feb 2026 12:15:48
6981e730fb54d67117b73994,3 Feb 2026 12:16:48,23.31,40.11,11.33,670,18,data_ml,simulated,simulated,3 Feb 2026 12:16:48
6981e76cfb54d67117b73996,3 Feb 2026 12:17:48,23.68,40.42,11.76,745,23,data_ml,simulated,simulated,3 Feb 2026 12:17:48
6981e7a8fb54d67117b73997,3 Feb 2026 12:18:48,23.87,40.74,12.02,805,27,data_ml,simulated,simulated,3 Feb 2026 12:18:48
6981e7e4fb54d67117b73998,3 Feb 2026 12:19:48,23.72,40.39,11.8,745,23,data_ml,simulated,simulated,3 Feb 2026 12:19:48
6981e820fb54d67117b7399a,3 Feb 2026 12:20:48,23.28,39.98,11.28,685,19,data_ml,simulated,simulated,3 Feb 2026 12:20:48
6981e85cfb54d67117b7399b,3 Feb 2026 12:21:48,23.65,40.61,11.77,760,24,data_ml,simulated,simulated,3 Feb 2026 12:21:48
6981e898fb54d67117b7399d,3 Feb 2026 12:22:48,23.23,39.61,11.15,640,16,data_ml,simulated,simulated,3 Feb 2026 12:22:48
6981e8d4fb54d67117b7399e,3 Feb 2026 12:23:48,23.2,39.8,11.16,625,15,data_ml,simulated,simulated,3 Feb 2026 12:23:48
6981e910fb54d67117b7399f,3 Feb 2026 12:24:48,23.85,40.77,12,775,25,data_ml,simulated,simulated,3 Feb 2026 12:24:48
6981e94cfb54d67117b739a1,3 Feb 2026 12:25:48,23.27,39.72,11.21,655,17,data_ml,simulated,simulated,3 Feb 2026 12:25:48
6981e988fb54d67117b739a2,3 Feb 2026 12:26:48,23.33,39.74,11.28,655,17,data_ml,simulated,simulated,3 Feb 2026 12:26:48
6981e9c5fb54d67117b739a4,3 Feb 2026 12:27:48,24.07,41.3,12.33,850,30,data_ml,simulated,simulated,3 Feb 2026 12:27:49
6981ea01fb54d67117b739a5,3 Feb 2026 12:28:48,24.07,41.3,12.33,865,31,data_ml,simulated,simulated,3 Feb 2026 12:28:49
6981ea3dfb54d67117b739a6,3 Feb 2026 12:29:48,23.92,40.81,12.08,790,26,data_ml,simulated,simulated,3 Feb 2026 12:29:49
6981ea79fb54d67117b739a8,3 Feb 2026 12:30:48,23.87,41.11,12.09,820,28,data_ml,simulated,simulated,3 Feb 2026 12:30:49
6981eab5fb54d67117b739a9,3 Feb 2026 12:31:48,24.21,41.47,12.5,880,32,data_ml,simulated,simulated,3 Feb 2026 12:31:49
6981eaf1fb54d67117b739ab,3 Feb 2026 12:32:49,23.29,39.92,11.27,655,17,data_ml,simulated,simulated,3 Feb 2026 12:32:49
6981eb2dfb54d67117b739ac,3 Feb 2026 12:33:49,24.2,41.2,12.44,880,32,data_ml,simulated,simulated,3 Feb 2026 12:33:49
6981eb69fb54d67117b739ad,3 Feb 2026 12:34:49,23.74,40.65,11.87,775,25,data_ml,simulated,simulated,3 Feb 2026 12:34:49
6981eba5fb54d67117b739af,3 Feb 2026 12:35:49,23.73,40.51,11.83,775,25,data_ml,simulated,simulated,3 Feb 2026 12:35:49
6981ebe1fb54d67117b739b0,3 Feb 2026 12:36:49,24.18,41.23,12.43,865,31,data_ml,simulated,simulated,3 Feb 2026 12:36:49
6981ec1dfb54d67117b739b2,3 Feb 2026 12:37:49,23.3,39.82,11.26,655,17,data_ml,simulated,simulated,3 Feb 2026 12:37:49
6981ec59fb54d67117b739b3,3 Feb 2026 12:38:49,23.86,40.81,12.02,790,26,data_ml,simulated,simulated,3 Feb 2026 12:38:49
6981ec95fb54d67117b739b4,3 Feb 2026 12:39:49,23.7,40.59,11.82,745,23,data_ml,simulated,simulated,3 Feb 2026 12:39:49
6981ecd1fb54d67117b739b6,3 Feb 2026 12:40:49,23.93,41.04,12.14,820,28,data_ml,simulated,simulated,3 Feb 2026 12:40:49
6981ed0dfb54d67117b739b7,3 Feb 2026 12:41:49,23.8,40.65,11.93,775,25,data_ml,simulated,simulated,3 Feb 2026 12:41:49
6981ed49fb54d67117b739b9,3 Feb 2026 12:42:49,24.09,41.09,12.31,850,30,data_ml,simulated,simulated,3 Feb 2026 12:42:49
6981ed85fb54d67117b739ba,3 Feb 2026 12:43:49,23.32,40.08,11.34,670,18,data_ml,simulated,simulated,3 Feb 2026 12:43:49
6981edc1fb54d67117b739bb,3 Feb 2026 12:44:49,23.82,40.7,11.96,775,25,data_ml,simulated,simulated,3 Feb 2026 12:44:49
6981edfdfb54d67117b739bd,3 Feb 2026 12:45:49,23.5,40.21,11.54,730,22,data_ml,simulated,simulated,3 Feb 2026 12:45:49
6981ee39fb54d67117b739be,3 Feb 2026 12:46:49,23.73,40.54,11.84,760,24,data_ml,simulated,simulated,3 Feb 2026 12:46:49
6981ee75fb54d67117b739c0,3 Feb 2026 12:47:49,24.15,41.38,12.43,880,32,data_ml,simulated,simulated,3 Feb 2026 12:47:49
6981eeb1fb54d67117b739c1,3 Feb 2026 12:48:49,23.23,39.93,11.22,670,18,data_ml,simulated,simulated,3 Feb 2026 12:48:49
6981eeedfb54d67117b739c2,3 Feb 2026 12:49:49,24.19,41.28,12.45,880,32,data_ml,simulated,simulated,3 Feb 2026 12:49:49
6981ef29fb54d67117b739c4,3 Feb 2026 12:50:49,23.97,41.07,12.18,820,28,data_ml,simulated,simulated,3 Feb 2026 12:50:49
6981ef65fb54d67117b739c5,3 Feb 2026 12:51:49,23.59,40.44,11.68,745,23,data_ml,simulated,simulated,3 Feb 2026 12:51:49
6981efa1fb54d67117b739c7,3 Feb 2026 12:52:49,23.97,41.02,12.17,835,29,data_ml,simulated,simulated,3 Feb 2026 12:52:49
6981efddfb54d67117b739c8,3 Feb 2026 12:53:49,23.1,39.67,11.03,625,15,data_ml,simulated,simulated,3 Feb 2026 12:53:49
6981f019fb54d67117b739c9,3 Feb 2026 12:54:49,23.15,39.68,11.09,625,15,data_ml,simulated,simulated,3 Feb 2026 12:54:49
6981f055fb54d67117b739cb,3 Feb 2026 12:55:49,23.11,39.83,11.08,640,16,data_ml,simulated,simulated,3 Feb 2026 12:55:49
6981f091fb54d67117b739cc,3 Feb 2026 12:56:49,23.16,39.77,11.11,655,17,data_ml,simulated,simulated,3 Feb 2026 12:56:49
6981f0cdfb54d67117b739ce,3 Feb 2026 12:57:49,23.24,39.82,11.2,640,16,data_ml,simulated,simulated,3 Feb 2026 12:57:49
6981f109fb54d67117b739cf,3 Feb 2026 12:58:49,24.05,41.23,12.3,835,29,data_ml,simulated,simulated,3 Feb 2026 12:58:49
6981f145fb54d67117b739d0,3 Feb 2026 12:59:49,23.73,40.38,11.81,745,23,data_ml,simulated,simulated,3 Feb 2026 12:59:49
6981f181fb54d67117b739d2,3 Feb 2026 13:0:49,23.75,40.72,11.89,775,25,data_ml,simulated,simulated,3 Feb 2026 13:0:49
6981f1bdfb54d67117b739d3,3 Feb 2026 13:1:49,23.81,40.8,11.97,775,25,data_ml,simulated,simulated,3 Feb 2026 13:1:49
6981f1f9fb54d67117b739d5,3 Feb 2026 13:2:49,23.62,40.4,11.7,730,22,data_ml,simulated,simulated,3 Feb 2026 13:2:49
6981f235fb54d67117b739d6,3 Feb 2026 13:3:49,23.34,40.06,11.35,685,19,data_ml,simulated,simulated,3 Feb 2026 13:3:49
6981f271fb54d67117b739d7,3 Feb 2026 13:4:49,23.38,40.21,11.42,685,19,data_ml,simulated,simulated,3 Feb 2026 13:4:49
6981f2adfb54d67117b739d9,3 Feb 2026 13:5:49,23.85,40.75,12,805,27,data_ml,simulated,simulated,3 Feb 2026 13:5:49
6981f2e9fb54d67117b739da,3 Feb 2026 13:6:49,23.32,39.93,11.31,670,18,data_ml,simulated,simulated,3 Feb 2026 13:6:49
6981f325fb54d67117b739dc,3 Feb 2026 13:7:49,22.96,39.22,10.8,580,12,data_ml,simulated,simulated,3 Feb 2026 13:7:49
6981f361fb54d67117b739dd,3 Feb 2026 13:8:49,23.29,39.87,11.26,655,17,data_ml,simulated,simulated,3 Feb 2026 13:8:49
6981f39dfb54d67117b739de,3 Feb 2026 13:9:49,23.46,40.26,11.51,715,21,data_ml,simulated,simulated,3 Feb 2026 13:9:49
6981f3d9fb54d67117b739e0,3 Feb 2026 13:10:49,23.83,40.82,11.99,775,25,data_ml,simulated,simulated,3 Feb 2026 13:10:49
6981f415fb54d67117b739e1,3 Feb 2026 13:11:49,23.79,40.6,11.91,760,24,data_ml,simulated,simulated,3 Feb 2026 13:11:49
6981f451fb54d67117b739e3,3 Feb 2026 13:12:49,23.2,39.91,11.18,640,16,data_ml,simulated,simulated,3 Feb 2026 13:12:49
6981f48dfb54d67117b739e4,3 Feb 2026 13:13:49,22.89,39.62,10.81,595,13,data_ml,simulated,simulated,3 Feb 2026 13:13:49
6981f4c9fb54d67117b739e5,3 Feb 2026 13:14:49,22.94,39.57,10.85,610,14,data_ml,simulated,simulated,3 Feb 2026 13:14:49
6981f505fb54d67117b739e7,3 Feb 2026 13:15:49,23.72,40.53,11.83,760,24,data_ml,simulated,simulated,3 Feb 2026 13:15:49
6981f541fb54d67117b739e8,3 Feb 2026 13:16:49,23.76,40.75,11.91,775,25,data_ml,simulated,simulated,3 Feb 2026 13:16:49
6981f57dfb54d67117b739ea,3 Feb 2026 13:17:49,23.53,40.47,11.62,730,22,data_ml,simulated,simulated,3 Feb 2026 13:17:49
6981f5b9fb54d67117b739eb,3 Feb 2026 13:18:49,23.28,39.73,11.23,655,17,data_ml,simulated,simulated,3 Feb 2026 13:18:49
6981f5f5fb54d67117b739ec,3 Feb 2026 13:19:49,23.67,40.42,11.75,760,24,data_ml,simulated,simulated,3 Feb 2026 13:19:49
6981f631fb54d67117b739ee,3 Feb 2026 13:20:49,22.95,39.53,10.86,595,13,data_ml,simulated,simulated,3 Feb 2026 13:20:49
6981f66dfb54d67117b739ef,3 Feb 2026 13:21:49,23.04,39.65,10.97,610,14,data_ml,simulated,simulated,3 Feb 2026 13:21:49
6981f6a9fb54d67117b739f1,3 Feb 2026 13:22:49,23.77,40.76,11.92,790,26,data_ml,simulated,simulated,3 Feb 2026 13:22:49
6981f6e5fb54d67117b739f2,3 Feb 2026 13:23:49,23.75,40.75,11.9,775,25,data_ml,simulated,simulated,3 Feb 2026 13:23:49
6981f721fb54d67117b739f3,3 Feb 2026 13:24:49,23.81,40.82,11.97,805,27,data_ml,simulated,simulated,3 Feb 2026 13:24:49
6981f75dfb54d67117b739f5,3 Feb 2026 13:25:49,23.04,39.33,10.91,595,13,data_ml,simulated,simulated,3 Feb 2026 13:25:49
6981f799fb54d67117b739f6,3 Feb 2026 13:26:49,23.7,40.55,11.81,745,23,data_ml,simulated,simulated,3 Feb 2026 13:26:49
6981f7d5fb54d67117b739f8,3 Feb 2026 13:27:49,23.26,39.78,11.22,655,17,data_ml,simulated,simulated,3 Feb 2026 13:27:49
6981f811fb54d67117b739f9,3 Feb 2026 13:28:49,22.95,39.63,10.88,595,13,data_ml,simulated,simulated,3 Feb 2026 13:28:49
6981f84efb54d67117b739fa,3 Feb 2026 13:29:49,23.91,40.62,12.03,790,26,data_ml,simulated,simulated,3 Feb 2026 13:29:50
6981f88afb54d67117b739fc,3 Feb 2026 13:30:49,23.8,40.67,11.93,790,26,data_ml,simulated,simulated,3 Feb 2026 13:30:50
6981f8c6fb54d67117b739fd,3 Feb 2026 13:31:49,23.38,40.17,11.41,685,19,data_ml,simulated,simulated,3 Feb 2026 13:31:50
6981f902fb54d67117b739ff,3 Feb 2026 13:32:49,22.74,39.42,10.62,565,11,data_ml,simulated,simulated,3 Feb 2026 13:32:50
6981f93efb54d67117b73a00,3 Feb 2026 13:33:49,23.58,40.3,11.64,715,21,data_ml,simulated,simulated,3 Feb 2026 13:33:50
6981f97afb54d67117b73a01,3 Feb 2026 13:34:49,23.6,40.21,11.64,730,22,data_ml,simulated,simulated,3 Feb 2026 13:34:50
6981f9b6fb54d67117b73a03,3 Feb 2026 13:35:50,23.65,40.43,11.74,730,22,data_ml,simulated,simulated,3 Feb 2026 13:35:50
6981f9f2fb54d67117b73a04,3 Feb 2026 13:36:50,22.97,39.45,10.86,610,14,data_ml,simulated,simulated,3 Feb 2026 13:36:50
6981fa2efb54d67117b73a06,3 Feb 2026 13:37:50,23.8,40.73,11.95,790,26,data_ml,simulated,simulated,3 Feb 2026 13:37:50
6981fa6afb54d67117b73a07,3 Feb 2026 13:38:50,23.43,40.27,11.48,715,21,data_ml,simulated,simulated,3 Feb 2026 13:38:50
6981faa6fb54d67117b73a08,3 Feb 2026 13:39:50,22.99,39.69,10.93,610,14,data_ml,simulated,simulated,3 Feb 2026 13:39:50
6981fae2fb54d67117b73a0a,3 Feb 2026 13:40:50,23.73,40.6,11.85,745,23,data_ml,simulated,simulated,3 Feb 2026 13:40:50
6981fb1efb54d67117b73a0b,3 Feb 2026 13:41:50,23.12,39.55,11.03,610,14,data_ml,simulated,simulated,3 Feb 2026 13:41:50
6981fb5afb54d67117b73a0d,3 Feb 2026 13:42:50,22.91,39.49,10.81,595,13,data_ml,simulated,simulated,3 Feb 2026 13:42:50
6981fb96fb54d67117b73a0e,3 Feb 2026 13:43:50,23.43,39.99,11.43,685,19,data_ml,simulated,simulated,3 Feb 2026 13:43:50
6981fbd2fb54d67117b73a0f,3 Feb 2026 13:44:50,22.96,39.7,10.9,610,14,data_ml,simulated,simulated,3 Feb 2026 13:44:50
6981fc0efb54d67117b73a11,3 Feb 2026 13:45:50,22.99,39.72,10.93,610,14,data_ml,simulated,simulated,3 Feb 2026 13:45:50
6981fc4afb54d67117b73a12,3 Feb 2026 13:46:50,22.88,39.54,10.79,595,13,data_ml,simulated,simulated,3 Feb 2026 13:46:50
6981fc86fb54d67117b73a14,3 Feb 2026 13:47:50,23.39,40.19,11.43,700,20,data_ml,simulated,simulated,3 Feb 2026 13:47:50
6981fcc2fb54d67117b73a15,3 Feb 2026 13:48:50,23.54,40.57,11.65,745,23,data_ml,simulated,simulated,3 Feb 2026 13:48:50
6981fcfefb54d67117b73a16,3 Feb 2026 13:49:50,23.61,40.37,11.68,730,22,data_ml,simulated,simulated,3 Feb 2026 13:49:50
6981fd3afb54d67117b73a18,3 Feb 2026 13:50:50,23.62,40.52,11.72,745,23,data_ml,simulated,simulated,3 Feb 2026 13:50:50
6981fd76fb54d67117b73a19,3 Feb 2026 13:51:50,23.51,40.15,11.54,715,21,data_ml,simulated,simulated,3 Feb 2026 13:51:50
6981fdb2fb54d67117b73a1b,3 Feb 2026 13:52:50,23.42,39.97,11.41,685,19,data_ml,simulated,simulated,3 Feb 2026 13:52:50
